Name,Completed,nOrigCls,nOrigVar,real_time,user_time
08cf53ca00dce11f5bfc02121c9bcd33-GreenTao_2-3-5_528,Success,12692,527,0.025,0.005
08e151e72fe10402a49463171aa557e8-abw-V-nos6.mtx-w220,Success,6654466,2020275,41.894,35.629
08e1c46acda38a12fa3229f9f224425d-Haystacks-ext-12_c18,Success,19526,1728,0.264,0.148
08e8e08679a3c2ccb537d682165cb351-by-X-2-7-100,Success,2696390,62000,12.237,9.917
08eeb55c898dc6bedc915ed191dab009-total-10-11-u,Success,617233,192890,4.955,3.852
08f2462515d5c1ffd0881dd5801f54bd-SGI_30_70_28_60_5-dir.shuffled-as.sat03-177,Success,75922,840,0.525,0.489
08fd5d81bf1af056edf0f4d1778f0834-AProVE09-03,Success,109324,59231,3.192,1.651
0900255c001ced2b14a6cadc0403967e-mrpp_8x8#24_14,Success,91870,12662,1.61,0.827
090f37bba39891c7cf3bed2ace26ca92-rbsat-v945c61409gyes2,Success,61409,945,0.396,0.356
0928111a3d5d5ce05dffb83cb5982eba-Steiner-9-5-bce,Success,53,54,0.049,0.018
0949ba00fc83c074bb2db981a543756f-blocks-blocks-36-0.160-NOTKNOWN,Success,8848265,652445,136.781,131.053
0951acc41424bb9c0847f6077acf20c4-eqbpdtlf18sparcl18,Success,21736,7282,6.197,2.727
095c4cfbf18326c010e9e5d8ae652970-fdmus_b15_296,Success,18241,6408,5.171,2.636
095e78b37897df838f5137b24aa59ed6-marg3x5.shuffled-as.sat03-1452,Success,280,61,0.005,0.001
09637d3bd641b4d733666a862e8918ea-mrpp_8x8#20_14,Success,93274,12662,1.567,0.841
096e485489025895cdc59887baafa08b-test_v7_r17_vr5_c1_s25451.smt2-cvc4,Success,2509155,560348,10.517,8.257
096f0ffbc2aa6f0e1fc7876a99e99bc5-phnf-size10-exclusive-equilarge_l2.used-as.sat04-894.sat05-4188.reshuffled-07,Success,2507763,16476,108.15299999999999,105.74600000000001
0973e4a7d566ff12e7316cf0304ac1f4-genurq25Sat.shuffled-as.sat03-1507,Success,11402,2484,0.027,0.017
0995a4bc27c94bca1d53bf83de369fd0-T93.2.0,Success,10928662,3171415,213.898,201.796
09991a55c8e3c8ec7966a0105a76d6e1-manol-pipe-c10nidw,Success,1291711,433601,114.503,112.538
099a345f923579d745e491b29c7da949-fclqcolor-14-09-12.shuffled-as.sat05-1284,Success,15377,385,0.032,0.018
09a58f93975cf27590153ceb26fb1ad6-Schur_161_5_d43,Success,27274,752,0.062,0.031
09acbe0cb8dad715ae4ff3cbade44d76-Mat323.shuffled,Success,117126,33831,0.452,0.332
09d8544494e54bc756438e69567b4ba7-mp1-klieber2017s-0300-034-t12,Success,59040,19743,18.822,8.705
09dcc6149a23787a3aa96af8825bda60-test_v7_r7_vr10_c1_s32506.smt2-cvc4,Success,1076123,242294,4.504,3.533
09df54b3d75b42dbd0020c6b60a68fc6-shuffling-1-s1931574585-of-bench-sat04-328.used-as.sat04-449,Success,61421,9540,0.249,0.189
09e6779ba720bc9c22bae55653614d53-crafted_n11_d6_c3_num4,Success,7010716,36208,877.025,865.593
09ea7a837fa92ee285890f2187fcff0a-countbitsarray32_32,Success,213529,72202,82.394,44.708
09ed4d881b6dd70d30f59217573369f1-modgen-n200-m90860q08c40-21438,Success,9086,2200,0.019,0.013
09f3078602566bbeb02821503e5d2554-modgen-n200-m90860q08c40-14424,Success,9086,2200,0.019,0.01
09f4f1e3047315b5ef2690fffb7ccf7a-ssAES_4-4-4_round_7-10_faultAt_7_fault_injections_2_seed_1564286498,Success,26278,7671,1.087,0.719
09fb57fff97fc30b723f91d1c80965a6-E03N17,Success,88398,6664,0.423,0.339
0a015b7f4b4ec96e881f2f5f5e55265c-strips-gripper-18t35.shuffled-as.sat05-1147,Success,316416,11318,3.616,3.389
0a034addb32ccb4363177fd5d0ba947e-VanDerWaerden_2-3-19_349,Success,33487,349,0.065,0.029
0a1043b4f34db8a3de2aef9e4a82a34b-instance_n3_i3_pp,Success,2276,525,0.01,0.007
0a11a3dcc342fba24aeda274ad56d478-crafted_n11_d6_c4_num19,Success,12696716,47888,1022.066,1004.035
0a27d1f7ff9fae1edf7f460f4fe70886-phnf-size10-exclusive-equilarge_l1.used-as.sat04-893.sat05-4187.reshuffled-07,Success,2507999,16866,108.53399999999999,106.132
0a3eb47ad5266860241a8ff5d37f62bd-k2fix_gr_2pin_w9.shuffled-as.sat03-438,Success,345426,13176,5.049,4.669
0a4b9ce30540d2103d65e44994d206a5-pyhala-braun-sat-40-4-03.shuffled-as.sat03-1541,Success,31216,9638,1.473,0.813
0a501c751f0483da0e9266753659ed6c-ctl_4291_567_5_unsat_pre,Success,134756,15232,0.559,0.437
0a5ae0d5af40b6d41f8be446811aa796-mp1-blockpuzzle_8x8_s1_free4,Success,311306,4480,0.807,0.654
0a5afa615f6f27d7ec4d43d3c655a8af-cnt07.shuffled,Success,5667,1786,4.927,2.271
0a60caf64b5ae6fdebacc9521c5ee731-udiv48prop,Success,61099,20670,89.912,41.977
0a6722970ab81da486ca8c79b85f6c59-hwb-n20-03-S1899964371.shuffled-as.sat03-1609,Success,630,134,0.004,0
0a7141f90e7beb369505bda957d830aa-Urquhart-s5-b7.shuffled,Success,1480,135,0.006,0.003
0a7555a2a68abdd45b80a8db1a919a6a-ferry10_v01a.renamed-as.sat05-3993,Success,28371,1350,0.548,0.32
0a7c533c247dac95d79cc0ff3cd0fb9f-rphp4_100_shuffled,Success,15954,800,0.035,0.019
0a7f0ceb23af7028dc9a46f3da3bb027-maxor032,Success,38991,13204,0.267,0.17
0a819f7ad46f70de5a184784da303f5e-VanDerWaerden_pd_2-3-21_399,Success,21294,200,0.054,0.028
0a81c16b871ab1a63046cc99041f4e47-a_rphp045_05,Success,6643,472,0.017,0.009
0a910e1ca5b222324dc3ac8f03d6414d-62bits_11.dimacs,Success,28910,1162,0.086,0.053
0a919af45246c91929e92c301d6d9529-5col180_15_2.shuffled,Success,7110,540,0.019,0.008
0aab775f1790819177fb1851d9316efd-pb_300_04_lb_06,Success,555524,149079,8.044,5.109
0ab9ff4d0e75a279522d77671cdcb09c-rbsat-v2100c215164gyes4,Success,215164,2100,1.642,1.54
0ac5ff376b826f68d384ba05a1d00de0-sokoban-p20.sas.cr.33,Success,1103807,162928,6.097,5.313
0acb650946685281a796dcada88f8cfd-SGI_30_60_25_40_2-dir.shuffled-as.sat03-120,Success,63576,750,0.347,0.317
0acbab472c9386683c07f7a3ec214be3-9pipe_k,Success,2317355,49112,1006.133,996.568
0acbeae513e3d822dbf5e5fc72a03455-sokoban-p20.sas.cr.39,Success,1355087,191680,7.335,6.691
0ae917c2e0c1d39cbe411c29b2f5ff08-dislog_a14_x14_n24,Success,103125,22151,0.717,0.4
0aea4286a11d91ee8fa356d5db046373-gus-md5-08,Success,225657,69397,1.723,1.124
0afdeb9b0b98e31fa0e9271a6706d8fb-gripper13u.shuffled-as.sat03-395,Success,36288,4268,0.196,0.172
0b0c7b96b04f9fee0120df9eb8add851-shuffling-1-s716603489-of-bench-sat04-317.used-as.sat04-460,Success,482558,6228,1.773,1.313
0b1041a1e55af6f3d2c63462a7400bd2-fermat-907547022132073,Success,48900,8716,0.175,0.116
0b13f286a2068bae1cc6034fb38f1503-ndist.b.26986,Success,485727,350810,2.638,2.147
0b2011ed2094d1ed7eafb7615c484e5e-tseitingrid7x200_shuffled,Success,11200,2800,0.025,0.012
0b22aa567ddfa8d702378b76167c9195-partial-5-17-s,Success,962994,252328,28.127,16.95
0b2619b4f0508bd2c53b2d1122825cc4-longmult6,Success,7689,2848,0.602,0.319
0b289d226ccc2a1798af1006ae7d9c28-pb_400_09_lb_05,Success,913018,232908,12.004,7.582
0b2d1228c056ad88a69e5464b0b05669-mrpp_8x8#22_20,Success,134574,18278,1.843,0.994
0b311dd23febc7f287a8a6f42d211779-een-pico-prop05-50,Success,160863,51139,7.533,4.068
0b348eb6b61e4f0026437fda402c9b62-vlsat2_16676_1598591.dimacs,Success,1596386,16676,22.402,21.34
0b4421f6aac81e2dbc87c5b5ddae6511-52bits_12.dimacs,Success,19257,905,0.059,0.038
0b4a57d8dab789e2476be5b1ac680eeb-sat-grid-pbl-0070.sat05-1334.reshuffled-07,Success,9729,4970,0.023,0.016
0b588a6e45c73bce7c7fed2bf2415c22-phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07,Success,1018562,9528,28.009,27.059
0b60f19be0b62cf337d7240821869488-002-80-12,Success,308304,13408,0.721,0.457
0b718ab9c97252d173487b79e0d1101a-ae_rphp095_04,Success,34976,14665,0.069,0.046
0b79fd06074d17e8919ae2de094c168b-manthey_single-ordered-initialized-w48-b6,Success,62634,8352,0.524,0.136
0b847cc85f4f7e733b2746c6efb02dd8-UR-20-5p1-sc2009,Success,938541,224962,6.952,6.231
0b8d274c5bf66683cbdd1238771b31f5-queen8-8-9,Success,6744,256,0.026,0.019
0b9c26a4c70242841fad1868c266dc9c-Eternity-10-05_c18,Success,142629,3298,0.661,0.521
0b9f8c85eaff9eed98a0c5cd3189afb7-transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-NOTKNOWN,Success,2209027,482210,824.531,451.375
0baf01d658e8ba1a73915c2360fd2407-12pipe_bug7_q0,Success,4677630,138918,1011.979,1000.812
0bbdb9c15c80e79e8c8059246d7480b3-lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934,Success,4103,1090,0.01,0.003
0bc5a5c4dadf09bf4d0409fc04be2337-mp1-9_9,Success,20364,1458,0.062,0.034
0bd2c7b1f17c160b40be0ddd2846e1e3-driverlog2_ks99i.shuffled-as.sat05-4019,Success,16643,1021,0.207,0.143
0be7677e00434b17e9e35104d290f600-gensys-ukn002.shuffled-as.sat05-3842,Success,18191,2935,0.06,0.041
0bf65687de95c5b3a3b8937b2c174bc4-frg1mul.miter.used-as.sat04-331,Success,20575,3230,0.073,0.05
0bf9efd9be951c0acc5b43ec9adc5002-mp1-24.6,Success,69348,4448,0.173,0.101
0c2aa8574a42ef635b8878d6e193d142-crafted_n12_d6_c3_num19,Success,8569876,42048,1013.817,1000.432
0c352077e8e6ace62272ab13b1ca623c-Urquhart-s5-b3.shuffled-as.sat03-1572,Success,1116,121,0.005,0.002
0c3d709ab7576354e69ad01dfab14cdb-php-018-018.shuffled-as.sat05-1161,Success,2772,324,0.011,0.009
0c3f1f7994db2452d505333684d3ccd7-frb53-24-2.used-as.sat04-888,Success,98921,1272,0.64,0.586
0c40255fc17d99908bda16373de5ada3-289-sat-6x9,Success,2538,216,0.011,0.005
0c4355730d11bb18582d00f7266fdf27-puzzle34_unsat,Success,90581,24552,114.307,59.939
0c4374d74eec3995417843b26034894f-pop96_shuffled,Success,861936,9120,1.869,1.155
0c5733ee64d8332774e268862ec16132-fdmus_b22_355,Success,14165,5151,6.355,3.03
0c58a98348cf101f179847469c649c1b-connm-ue-csp-sat-n600-d0.02-s1676244754.shuffled-as.sat05-535,Success,7153,580,0.014,0.005
0c60cae1d0bd8a26f87a3aab7077e0d8-modgen-n200-m90860q08c40-16597,Success,9086,2200,0.019,0.014
0c73ba1c522d042dc9d2688f5896650c-shift1add.15982,Success,495420,351595,1001.891,497.108
0c75119940f87f2bc1dc3f53aeedc02b-20-100-lambda100-89_sat,Success,160746,20898,0.711,0.558
0c7e74a3efcd698000f761accd506ac1-rand_net70-40-1.shuffled,Success,16661,5600,0.161,0.11
0c945ea640ceb4c2f80463f7930ccb89-bart19.shuffled,Success,1274,248,0.007,0.004
0c9bcbc815cf0f109b7aeef3fbffc42d-par32-2.shuffled-as.sat03-1534,Success,7384,3176,0.028,0.018
0cab9100cdd8505069301d658d085899-AProVE07-01,Success,23237,7502,0.474,0.274
0cb3538f0197f24fc57d79913b0531d9-VanDerWaerden_pd_2-3-18_313,Success,13217,157,0.033,0.02
0cbe117e0149223a332679d6c206273e-srhd-sgi-m27-q255-n25-p15-s2076598,Success,29734,545,0.131,0.12
0cbf8baaec52ee50ccac930d237689af-UTI-10-5t1,Success,261912,108508,2.57,1.789
0cca2c91974f5ad8064965cd97bcea74-SAT_dat.k35-31_2_rule_2,Success,171355,51465,3.879,2.297
0ccbe90c246f198ecab671c9e5e8cf52-rnd-v25-e81-k8,Success,544324,34525,1.984,1.535
0ccc2718c8a88220ddc024a435c39ab9-LABS_n071_goal001,Success,379963,189982,2.428,1.852
0cd03d3b393ee74468e3a7764bf113da-rnd-v25-e67-k8,Success,517437,34175,1.913,1.439
0cdc3028845a704c1ed287ce5dbe8a76-f7nidw,Success,923494,310434,121.776,68.9
0cde4f22de8c11325ceadc0a1f87f161-hid-uns-enc-6-1-0-0-0-0-30547,Success,5496,1908,1.187,0.669
0ce6a24a8c017370b5be13b2830ec3e0-pmg-14-UNSAT.sat05-3942.reshuffled-07,Success,1922,577,0.006,0.002
0ce80a3905fd38cb9566e38daee8c333-T77.2.0,Success,10823145,3135351,207.113,195.445
0cfd3165c1106756944f6634c3c1296d-g2-T108.2.1,Success,15064144,4335648,402.41700000000003,385.966
0cfe9c90d3a51435a5e4dba7634b882f-g2-ak128boothbg2msisc,Success,1227496,377084,1005.727,511.509
0d16634437519c6d2e1ae0cf82145e07-connm-ue-csp-sat-n1200-d-0.04-s706145924.used-as.sat04-971,Success,13091,1100,0.026,0.013
0d209cb420326994f9c4898eb10228ab-008-80-8,Success,308129,13408,0.721,0.446
0d32d1684e3bf275566925e996ee525b-ibm-2002-04r-k80,Success,354768,104450,10.878,6.366
0d33965e0c0dbea122c1f56b4f3108f2-mm-2x2-5-5-sb.1.shuffled-as.sat03-1498,Success,23871,955,0.065,0.039
0d33d876dda3913196d9778357982038-6s139,Success,1794931,618575,430.567,425.804
0d3bdfd1b4eb3fb16eeb2d8437db66a2-mod2-rand3bip-sat-260-3.shuffled-as.sat05-2235,Success,1040,260,0.004,0.003
0d469f1798ea769cf279c9ae32fda704-ferry8_v01a.shuffled-as.sat05-4073,Success,14819,854,0.338,0.189
0d4b99f6d05c9e993ea8655d355fa3b3-vlsat2_112_4223,Success,3942241,11280,148.103,145.57
0d69ebe07952e551d249d8b9c9e87c08-sted1_0x1e3-200,Success,176900,10911,0.425,0.275
0d6d8b5df5df77f1feaacc1fb58ebf9d-crafted_n10_d6_c2_num6,Success,2924580,23360,210.557,207.05
0d7f17f04ed073a8ea39e72783186cdb-49-132779,Success,809088,31504,3.987,3.658
0d7f91b51774f9a28a5a86125f47676d-s105-100,Success,220,105,0.003,0.002
0d886285bf78d66222e878a7b85f7f37-sted1_0x0-380-sc2018,Success,293305,13431,0.751,0.523
0d9fd2c25b5d342a4ba81b61adff4cb8-gensys-brn004.shuffled-as.sat05-2748,Success,13398,426,0.038,0.03
0da849f5097d0c475845da04445a2182-sat_prob_63,Success,25644,6830,2.373,1.132
0dba42843f43e4bbff9c41939eabf06d-SGI_30_70_25_50_7-log.shuffled-as.sat03-162,Success,48250,125,0.144,0.096
0dbefa4968becff56e3e821af50d66b5-mm-2x3-6-6-sb.1.shuffled-as.sat03-1502,Success,48771,1698,0.125,0.08
0dd29074a3f1ffa57429990b5260d5fe-sokoban-p20.sas.ex.21,Success,6607754,3342592,1055.656,673.068
0ddb14f3c94bcd7233ef0c64bc1ffc56-mod2-3cage-unsat-9-18.shuffled-as.sat05-2593,Success,232,87,0.003,0.001
0ddf53c673ce101b55cc995a357c21f4-mulhs008,Success,3367,1140,4.387,2.361
0de14c4ab8783c0417c774e0266d574a-stone-width3chain-nmarkers-20_shuffled,Success,13611728,3906,86.701,74.339
0de99d1b407af4eda689e2945fa86813-3col180_5_6.shuffled,Success,1500,360,0.25,0.142
0e13290ed42fd04c50249f41b0e127f1-g2-ak128boothdiagoaig,Success,1616576,539624,28.115,26.431
0e187bcfd6e67f3045edc17b9d9bd0e2-add_01_1000_4.smt2-cvc4,Success,92246,19886,0.487,0.322
0e2d6a8d344a5011a262e4709f27860b-10142772393204023fw.shuffled-as.sat03-1661,Success,36937,9366,0.073,0.047
0e5473ee6c2085b34c798f23fbebc08e-c9nidw,Success,1083727,364032,179.308,90.331
0e5a211e7c3d52b6cbede3fef45f4f3a-4pipe_4_ooo,Success,89477,5356,1.37,1.29
0e5ffe8651c6d9c3cccc3f6cb72be39a-g2-test_v5_r10_vr10_c1_s21502.smt2-cvc4,Success,1089831,245249,4.637,3.633
0e775873f4c4bbc81ff92b87dd3e15e8-grid-strips-grid-y-3.045-NOTKNOWN,Success,2215418,330740,78.746,76.69200000000001
0e78e16264efc451d89678ca7728ef09-shuffling-1-s1722048485-of-bench-sat04-437.used-as.sat04-576,Success,47636,14809,1.298,0.771
0e820229802d400529e31e5d6d01f283-too_large_gr_rcs_w9.shuffled,Success,64617,4671,0.388,0.342
0e95945de777e522ea509512bb49b4d4-4col240_9_2.shuffled,Success,4245,480,0.012,0.006
0e9f0315dd6f93a2613812dfbfcfffa9-modgen-n200-m90860q08c40-18788,Success,9086,2200,0.019,0.011
0ea326438968cc2d842332621db90b31-traffic_r_sat,Success,3362666,98651,15.94,13.024
0ebaafc398c713a7ba8f8a231843fade-phnf-size10-exclusive-all.used-as.sat04-986.sat05-4198.reshuffled-07,Success,3157120,61649,76.627,74.075
0ede0472f02605ec291fd09b161a99bb-g2-T169.1.0,Success,5889425,1579557,156.06799999999998,149.88
0ee4def0195e56978cdeb908942096ba-mm-2x3-6-6-s.1.shuffled-as.sat03-1501,Success,5784,828,0.017,0.009
0ef68fc7aa6f2bc7fb74ada9d865da06-depots1_v01a.shuffled-as.sat05-4013,Success,148,48,0.045,0.021
0efa07e7b6206471a0c15605edab6faf-SGI_30_40_30_20_2-log.shuffled-as.sat03-105,Success,52238,150,0.159,0.095
0f2485d8cdb1178561229aac4b7d9c7a-prime2209-90,Success,304110,108810,1.388,1.107
0f27eae382e7dcd8fd956ab914083a29-AProVE11-12,Success,147360,44805,47.152,21.949
0f371692924016392c7035ec4dd58ffc-shuffling-1-s147121172-of-bench-sat04-433.used-as.sat04-572,Success,2017014,654766,41.128,29.934
0f4576a6e7399336e11f0828d32263dd-3col100_5_1.shuffled,Success,820,200,0.305,0.135
0f46a676eab0d62b0b59356cb39e22ae-grain-55-80-0s0-seed-125-45-init-40,Success,30017,2040,0.124,0.091
0f4911e1180b80b45e9db7ec5e73eb66-hcp_CP16_16,Success,281988,77824,1.263,1.047
0f58a7071d2f55a22c5aa62c42e26675-mp1-21.3,Success,56178,3968,0.15,0.087
0f5921fb01e9157f405741b6d0a276d2-g2-hwmcc15deep-bobpcihm-k33,Success,593197,213845,168.983,88.968
0f720de29e385918ebecb8847ace5947-rbsat-v2640c305320g6,Success,305320,2640,2.569,2.387
0f756b788718d677f0fc3f0fa0989498-iso-brn008.shuffled-as.sat05-2702,Success,6068,2332,0.022,0.015
0f7bae0c7c3563946e2a132509677b01-ibm-2002-24r3-k100,Success,531464,148043,4.308,3.154
0f877a1f984f35fdfdce011cb7152123-bvurem_20.smt2,Success,27365,54193,18.22,9.592
0fa28db92de1b06953c018451455d746-unsat-pbl-00150.sat05-1328.reshuffled-07,Success,30973,552,0.092,0.063
0fa8623240b5c14c1308f863a6dc88ab-urqh1c5x5.shuffled-as.sat03-1468.cnf.mis-103.debugged,Success,26662,13313,0.112,0.089
0fa9521ff633b27be11525a7b0f7d8b6-jgiraldezlevy.2200.9086.08.40.41,Success,9086,2200,0.019,0.013
0ff0fc8ef80d32742d38231869d5d244-59-131147,Success,820026,31636,4.557,4.204
0ff3de964d342de828b09a544fb51f55-minand128,Success,159648,53999,11.5,8.212
10006cfd243f7851022bc69250862357-aaai10-planning-ipc5-pipesworld-18-step16,Success,2736239,141856,978.584,518.196
1001a2a87617b59d50cc24f324533090-ca016.shuffled,Success,775,272,0.691,0.38
1002bdd7ae2f89a9b5ad92580438d1ab-Schur_161_5_d39,Success,27602,756,0.058,0.041
1005eec69abcc300e1c0d22bd08ad143-total-10-13-u,Success,728577,226208,5.625,4.464
101c1853d834751cb1abda03f4477f9e-eqbpwtrc10spctbk10,Success,6205,2089,2.674,1.194
10253f0a4b37654146aaf73a9fbbd929-complete-500-0.1-15-98765432150015,Success,74037,1000,0.62,0.536
102ddb414ef5a0f8cf06f168df8f271a-Timetable_C_151_E_34_Cl_10_S_4,Success,333802,96359,93.12,48.391
106e3f289d291c78860ae6485a0ce2c0-mp1-klieber2017s-1200-024-eq,Success,22349,7476,6.667,2.915
106e5cdfbb722dda0d795c087a13d9c6-ndist.b.20499,Success,368961,266479,1.969,1.6
107deb612f9f837acc53383e522196ae-frb56-25-1.used-as.sat04-889,Success,114668,1400,0.78,0.724
107e43f3e7616bc80201d3694a7fba14-sgen1-unsat-85-100,Success,180,85,0.003,0
10917fe3e9a9bf09dde447549df769a2-pb_300_04_lb_05,Success,549381,147726,7.818,5.02
1094358cc79c387e172b2a82559faf65-ccp-s5-facto2,Success,1375,190,0.005,0.001
10a553afab3c4406968b1f6b3abfcfcd-gensys-brn100.shuffled-as.sat05-3765,Success,17830,2901,0.057,0.04
10aca82b7b9798a9a088f4df2c324d1d-cruxmiter29seed9,Success,1424,513,1.385,0.793
10b036e863831522bb13cd88398a1b48-gensys-icl003.shuffled-as.sat05-3129,Success,13370,398,0.04,0.029
10b246af85ac9f0a525e5d50fab31d2a-satellite3_v01a.shuffled-as.sat05-4056,Success,7840,303,0.027,0.022
10b350de2bd98589f455af8ae8f7d398-12pipe_bug4_q0,Success,4673910,138563,1011.088,997.364
10b460a4da6a4e199e946788a374032b-HCP-470-60,Success,234002,28840,2.301,1.198
10b717c427c2a09999ed71c8762892a7-slp-synthesis-aes-bottom13-sc2011,Success,62361,19995,0.307,0.248
10ba9784d4f44ff18d81b0bf41becd5f-sha1.shuffled,Success,226062,61377,5.972,3.131
10c4c8bce4651cd5ae01eb7a62c69b95-ex175_18-sc2018,Success,16747318,895721,109.86099999999999,94.729
10eac59a20ab8b94d22d75557b22c364-battleship-24-57-sat,Success,16308,1368,0.045,0.036
10f58658725d26a71262cd04f3088a1d-too_large_gr_rcs_w6.shuffled,Success,43251,3114,0.225,0.193
10faafc5aaf72ba900b723ba97500c74-001,Success,69654,4128,0.18,0.107
1113541da043983ac674e70d62f3aab6-008,Success,68267,4128,0.172,0.116
1120bee8e16a37c21c4a7aed604514ae-sgp_5-6-8.shuffled-as.sat05-2669,Success,443760,58560,29.86,17.724
115fa7f61704bc12b2373aa471bc434f-Circuit_multiplier24,Success,21967,1126,0.066,0.043
11620a549d04bb04d5c9e4f7f24ebbf9-tseitingrid6x180_shuffled,Success,8640,2160,0.02,0.012
1165e12b6addad01b491c4616306186c-mulhs016-sc2009,Success,13867,4656,27.442,12.95
1167631ff8146da4f3f29b2a4615e5e2-289-sat-6x20,Success,12240,480,0.032,0.018
1169b7c01112d97a6835d259052284ba-driverlog3_v01a.shuffled-as.sat05-4030,Success,1559,170,0.145,0.102
116bae11adddfa555f2e21f8ee678de5-randomG-n17-d05,Success,675,306,0.004,0.002
116bb79175195fb4f9440086fb9bd61c-mp1-22.1,Success,60925,4128,0.149,0.089
116ec46e0e46aa01f5234ab402cd90d2-SGI_30_70_30_60_2-dir.shuffled-as.sat03-185,Success,80410,900,0.645,0.608
117d518680560927b156f4603dc6bbed-cache_10.shuffled,Success,681827,227210,11.354,10.62
117e5ce2f2189661c2d693df1593969e-dist6.c-sc2018,Success,66945,15254,0.933,0.489
118415e2696075a8a1c5720c1838f1a7-srhd-sgi-m32-q369.75-n30-p30-s25693430,Success,84809,952,0.557,0.517
119fbc4bf0a3d1b60b24bc1bf7e24920-ca064.shuffled,Success,3259,1132,3.113,1.74
11a42df04104fd8d295bad95caa0066b-mod3block_4vars_12gates_b2_restricted,Success,61090,1698,0.16,0.103
11a71cd35c99b9798df956b47ae602dd-alu4mul.miter.used-as.sat04-326,Success,30465,4736,0.112,0.083
11ba9953b9ae8475f05de36bfd6ec21f-3col80_5_4.shuffled,Success,650,160,0.335,0.156
11bcf7c66059e936eb972ef712c13d99-course_flat_0.12_2018_3_5,Success,1668003,1205993,264.895,261.662
11c893b7c37aeb53cdaf5f677dda0b7d-marg3x3add4d1.shuffled-as.sat03-1447,Success,144,36,0.003,0.001
11cc29a1a68a2c47dcf1dce5bf214af2-64bits_11.dimacs,Success,29431,1150,0.088,0.057
11cda83ca0d5328422f779158aa5f795-newton.2.3.i.smt2-stp212,Success,638167,155599,11.222,6.159
11d707af1f8831a041a036f1aa3c8d2c-9pipe_q0_k,Success,1467713,55996,210.432,207.657
11d97071b666335ff8d4e1aee76dd70a-unsat-set-a-clqcolor-10-06-07.sat05-1250.reshuffled-07,Success,2387,175,0.007,0.002
11dc105c21aea0a301762c45217add17-simon-s02b-r4b1k1.1,Success,14812,2424,0.092,0.072
11dcd55f9d6ce8873cd8150ce5ca6c4e-logistics-rotate-09t6.shuffled-as.sat05-1133,Success,886957,8186,12.675,12.015
11e63064d1f1f5a4873ea47ea971494a-mm-2x3-8-8-s.1.shuffled-as.sat03-1503,Success,8088,1148,0.022,0.014
11ef5907b3eae3c89e10c65ea370c1f1-modgen-n200-m90860q08c40-1585,Success,9086,2200,0.019,0.008
11f170863952f2f95ebb1398d43c20a7-dp09s09.shuffled,Success,15888,6661,0.314,0.243
11f42e0d5ec5000614a12daeb322ba49-driverlog6_v01a.renamed-as.sat05-3968,Success,5941,392,0.271,0.125
11f7856b53db9263e48e81a61b0573fd-sted5_0x0-157,Success,52295,2345,0.121,0.069
1210821a9e623899534c02b53b189504-4col120_9_2.shuffled,Success,2085,240,0.008,0.005
1221395292eae12cbc0acd35aaa5c0f7-snw_13_8_CCSpreOptpre,Success,359380,12521,2.067,1.79
1222285fc41b2fa6ee3aa3cbca6d09b9-li-exam-64.used-as.sat04-302,Success,108369,28147,0.356,0.229
1226ff1c8dc34360b183aa2fe75b0ef7-c8bidw,Success,555472,187226,77.445,43.157
123c397f55eeae78c45e8d973b8e9dce-rpoc_xits_09_UNSAT,Success,87044,1430,0.186,0.106
1257f3a4242cc2439eeea548b387c9f5-sortnet-7-ipc5-h15-unsat,Success,373870,106701,7.996,7.589
125b1b687d66d1b60ac2356117fef571-9vliw_m_9stages_iq3_C1_bug8,Success,13378580,521179,1038.888,1018.722
125fe063849a753f60f98a174fb6af9f-traffic_r_uc_sat,Success,4467733,467551,24.437,20.467
126c4744d487fa4d3fe280ff2105e9ea-mod2-rand3bip-sat-230-1.shuffled-as.sat05-2188,Success,920,230,0.004,0.001
12849382ca195b9de16f98b7435c8a39-prime2209-65,Success,219635,78585,1.063,0.844
128a20596924fe6ceb5a61144dcf4253-Robertson-k8,Success,170924,16245,0.623,0.46
128b659f4f3d2a59a8186e3b2cfc83cf-mrpp_8x8#22_16,Success,106588,14534,1.743,0.922
128fdc03329b57efb97c3cdf6ed7e35d-10pipe_k,Success,3600588,67300,1009.24,995.555
1294a03d87af23b2a11086b92d87cc22-4col180_9_1.shuffled,Success,3165,360,0.009,0.003
12aa3ed1a79232f2a381751f1161ca1f-rand_net50-25-1.shuffled,Success,7401,2500,0.037,0.031
12bb20e3ad925897977f85af71db7c94-combined-crypto1-wff-seed-121-wffvars-500-cryptocplx-31-overlap-2,Success,17553,1545,0.064,0.046
